-25.9607 7.37834 85.7036
-25.9991 7.75729 85.345
-26.0823 7.71378 85.7036
-25.5082 7.42186 85.345
-25.5914 7.37834 85.7036
-25.6298 7.75729 85.345
-25.713 7.71378 85.7036
-25.8775 7.42186 85.345
-25.6746 7.33483 86.0622
-25.7962 7.67027 86.0622
-25.7515 8.09273 85.345
-25.8347 8.04922 85.7036
-25.9179 8.0057 86.0622
-25.3866 7.08642 85.345
-25.4698 7.04291 85.7036
-25.0558 7.46537 84.9865
-25.139 7.42186 85.345
-25.2222 7.37834 85.7036
-25.2606 7.75729 85.345
-25.3438 7.71378 85.7036
-25.553 6.99939 86.0622
-25.3054 7.33483 86.0622
-25.427 7.67027 86.0622
-25.1774 7.80081 84.9865
-25.3822 8.09273 85.345
-25.4654 8.04922 85.7036
-25.5486 8.0057 86.0622
-25.3885 7.29132 86.4208
-25.5102 7.62675 86.4208
-25.6318 7.96219 86.4208
-25.587 8.38465 85.7036
-25.6702 8.34114 86.0622
-25.0173 7.08642 85.345
-25.1005 7.04291 85.7036
-25.1837 6.99939 86.0622
-24.7697 7.42186 85.345
-24.8913 7.75729 85.345
-24.8529 7.37834 85.7036
-24.9745 7.71378 85.7036
-24.9361 7.33483 86.0622
-25.0577 7.67027 86.0622
-25.013 8.09273 85.345
-25.0962 8.04922 85.7036
-25.1794 8.0057 86.0622
-25.0193 7.29132 86.4208
-25.1409 7.62675 86.4208
-25.2625 7.96219 86.4208
-25.1346 8.42817 85.345
-25.2178 8.38465 85.7036
-25.301 8.34114 86.0622
-24.6481 7.08642 85.345
-24.7313 7.04291 85.7036
-24.8145 6.99939 86.0622
-24.4005 7.42186 85.345
-24.4837 7.37834 85.7036
-24.5221 7.75729 85.345
-24.6053 7.71378 85.7036
-24.6437 8.09273 85.345
-24.7269 8.04922 85.7036
-24.5669 7.33483 86.0622
-24.6885 7.67027 86.0622
-24.8101 8.0057 86.0622
-24.7717 7.62675 86.4208
-24.8933 7.96219 86.4208
-24.8485 8.38465 85.7036
-24.9317 8.34114 86.0622
-24.0312 7.42186 85.345
-24.1528 7.75729 85.345
-24.236 7.71378 85.7036
-24.3192 7.67027 86.0622
-24.2745 8.09273 85.345
-24.3577 8.04922 85.7036
-24.4409 8.0057 86.0622
-24.3961 8.42817 85.345
-24.4793 8.38465 85.7036
-24.5625 8.34114 86.0622
-24.524 7.96219 86.4208
-23.5788 7.46537 84.9865
-23.662 7.42186 85.345
-23.7836 7.75729 85.345
-23.8668 7.71378 85.7036
-23.7004 7.80081 84.9865
-23.9052 8.09273 85.345
-23.9884 8.04922 85.7036
-23.95 7.67027 86.0622
-24.0716 8.0057 86.0622
-24.1548 7.96219 86.4208
-23.822 8.13624 84.9865
-24.0268 8.42817 85.345
-24.11 8.38465 85.7036
-24.1932 8.34114 86.0622
-24.2764 8.29762 86.4208
-23.9436 8.47168 84.9865
-24.1485 8.7636 85.345
-24.2317 8.72009 85.7036
-24.3149 8.67658 86.0622
-23.3739 7.17345 84.6279
-23.4571 7.12993 84.9865
-23.5403 7.08642 85.345
-23.4956 7.50888 84.6279
-23.1263 7.50888 84.6279
-23.2095 7.46537 84.9865
-23.2927 7.42186 85.345
-23.3311 7.80081 84.9865
-23.4143 7.75729 85.345
-23.3759 7.37834 85.7036
-23.4975 7.71378 85.7036
-23.536 8.09273 85.345
-23.6192 8.04922 85.7036
-23.7024 8.0057 86.0622
-23.2479 7.84432 84.6279
-23.4528 8.13624 84.9865
-23.6576 8.42817 85.345
-23.7408 8.38465 85.7036
-23.824 8.34114 86.0622
-23.7855 7.96219 86.4208
-23.9072 8.29762 86.4208
-23.5744 8.47168 84.9865
-24.0653 8.80712 84.9865
-23.7792 8.7636 85.345
-23.8624 8.72009 85.7036
-23.9456 8.67658 86.0622
-23.9821 8.85063 84.6279
-23.696 8.80712 84.9865
-24.1869 9.14255 84.9865
-24.2701 9.09904 85.345
-23.9008 9.09904 85.345
-23.984 9.05553 85.7036
-23.2523 6.83801 84.6279
-23.3355 6.7945 84.9865
-23.2907 7.21696 84.2693
-23.4124 7.5524 84.2693
-22.9215 7.21696 84.2693
-23.0047 7.17345 84.6279
-23.0879 7.12993 84.9865
-23.7048 6.7945 84.9865
-23.4187 6.75098 85.345
-23.1711 7.08642 85.345
-23.0431 7.5524 84.2693
-23.1647 7.88783 84.2693
-22.6739 7.5524 84.2693
-22.7571 7.50888 84.6279
-22.8403 7.46537 84.9865
-22.8787 7.84432 84.6279
-22.9619 7.80081 84.9865
-22.9235 7.42186 85.345
-23.0451 7.75729 85.345
-23.0067 7.37834 85.7036
-23.1283 7.71378 85.7036
-23.0835 8.13624 84.9865
-23.1667 8.09273 85.345
-23.2499 8.04922 85.7036
-23.3331 8.0057 86.0622
-23.2883 8.42817 85.345
-23.3715 8.38465 85.7036
-23.4547 8.34114 86.0622
-23.5379 8.29762 86.4208
-23.2864 8.22327 84.2693
-22.7955 7.88783 84.2693
-23.0003 8.17976 84.6279
-23.41 8.7636 85.345
-23.4932 8.72009 85.7036
-23.5764 8.67658 86.0622
-23.6128 8.85063 84.6279
-23.3268 8.80712 84.9865
-24.1037 9.18607 84.6279
-23.8176 9.14255 84.9865
-23.5316 9.09904 85.345
-23.8989 8.89414 84.2693
-24.0205 9.22958 84.2693
-23.5296 8.89414 84.2693
-23.7344 9.18607 84.6279
-23.2436 8.85063 84.6279
-23.4484 9.14255 84.9865
-24.4729 9.18607 84.6279
-24.2253 9.5215 84.6279
-24.3085 9.47799 84.9865
-24.3917 9.43448 85.345
-23.9393 9.47799 84.9865
-24.0225 9.43448 85.345
-23.6532 9.43448 85.345
-23.4999 6.50258 84.6279
-23.1307 6.50258 84.6279
-23.2139 6.45906 84.9865
-22.7999 6.88153 84.2693
-22.8831 6.83801 84.6279
-22.9663 6.7945 84.9865
-23.5831 6.45906 84.9865
-23.2971 6.41555 85.345
-23.0495 6.75098 85.345
-23.2076 7.26048 83.9107
-23.3292 7.59591 83.9107
-22.8383 7.26048 83.9107
-23.4508 7.93135 83.9107
-22.9599 7.59591 83.9107
-22.4691 7.26048 83.9107
-22.5522 7.21696 84.2693
-22.6354 7.17345 84.6279
-22.7186 7.12993 84.9865
-22.8018 7.08642 85.345
-23.6663 6.41555 85.345
-23.3803 6.37203 85.7036
-23.1327 6.70747 85.7036
-22.885 7.04291 85.7036
-23.0816 7.93135 83.9107
-22.5907 7.59591 83.9107
-23.2032 8.26678 83.9107
-22.7123 7.93135 83.9107
-22.9171 8.22327 84.2693
-22.2214 7.59591 83.9107
-22.3878 7.50888 84.6279
-22.4262 7.88783 84.2693
-22.5094 7.84432 84.6279
-22.471 7.46537 84.9865
-22.5926 7.80081 84.9865
-22.5542 7.42186 85.345
-22.6758 7.75729 85.345
-22.6311 8.17976 84.6279
-22.7143 8.13624 84.9865
-22.7975 8.09273 85.345
-22.6374 7.37834 85.7036
-22.759 7.71378 85.7036
-23.5724 8.26678 83.9107
-23.3248 8.60222 83.9107
-23.408 8.55871 84.2693
-22.8339 8.26678 83.9107
-23.0387 8.55871 84.2693
-22.3431 7.93135 83.9107
-22.5479 8.22327 84.2693
-23.6512 9.22958 84.2693
-23.1604 8.89414 84.2693
-23.3652 9.18607 84.6279
-22.8743 8.85063 84.6279
-23.0791 9.14255 84.9865
-24.1421 9.56502 84.2693
-23.8561 9.5215 84.6279
-23.57 9.47799 84.9865
-23.284 9.43448 85.345
-23.6941 8.60222 83.9107
-23.8157 8.93766 83.9107
-23.9373 9.27309 83.9107
-23.4464 8.93766 83.9107
-23.5681 9.27309 83.9107
-23.7729 9.56502 84.2693
-23.0772 8.93766 83.9107
-23.282 9.22958 84.2693
-23.4868 9.5215 84.6279
-22.7911 8.89414 84.2693
-22.9959 9.18607 84.6279
-23.2008 9.47799 84.9865
-24.3469 9.85694 84.6279
-24.4301 9.81343 84.9865
-23.9777 9.85694 84.6279
-24.0609 9.81343 84.9865
-24.5133 9.76991 85.345
-24.1441 9.76991 85.345
-23.6916 9.81343 84.9865
-23.7748 9.76991 85.345
-23.858 9.7264 85.7036
-23.4056 9.76991 85.345
-23.7476 6.16714 84.6279
-23.2951 6.21065 84.2693
-23.3783 6.16714 84.6279
-23.4615 6.12363 84.9865
-22.9259 6.21065 84.2693
-23.0091 6.16714 84.6279
-23.0923 6.12363 84.9865
-22.7614 6.50258 84.6279
-22.8446 6.45906 84.9865
-23.1755 6.08011 85.345
-22.9278 6.41555 85.345
-22.5138 6.83801 84.6279
-22.597 6.7945 84.9865
-22.6802 6.75098 85.345
-23.8308 6.12363 84.9865
-23.5447 6.08011 85.345
-23.2587 6.0366 85.7036
-23.011 6.37203 85.7036
-23.1244 7.30399 83.5521
-23.246 7.63943 83.5521
-22.7551 7.30399 83.5521
-23.6152 7.63943 83.5521
-23.3676 7.97486 83.5521
-22.8767 7.63943 83.5521
-22.3859 7.30399 83.5521
-23.7369 7.97486 83.5521
-23.4892 8.3103 83.5521
-22.9984 7.97486 83.5521
-22.5075 7.63943 83.5521
-22.0166 7.30399 83.5521
-22.2662 7.17345 84.6279
-22.3494 7.12993 84.9865
-22.4326 7.08642 85.345
-23.914 6.08011 85.345
-23.6279 6.0366 85.7036
-23.12 8.3103 83.5521
-22.6291 7.97486 83.5521
-22.1382 7.63943 83.5521
-23.2416 8.64573 83.5521
-22.7507 8.3103 83.5521
-22.9556 8.60222 83.9107
-22.2599 7.97486 83.5521
-22.4647 8.26678 83.9107
-22.6695 8.55871 84.2693
-21.769 7.63943 83.5521
-22.1018 7.46537 84.9865
-22.2234 7.80081 84.9865
-22.185 7.42186 85.345
-22.3066 7.75729 85.345
-23.6109 8.64573 83.5521
-23.3632 8.98117 83.5521
-22.8724 8.64573 83.5521
-22.3815 8.3103 83.5521
-22.5863 8.60222 83.9107
-21.8906 7.97486 83.5521
-23.6897 9.60853 83.9107
-23.1988 9.27309 83.9107
-23.4036 9.56502 84.2693
-22.7079 8.93766 83.9107
-22.9127 9.22958 84.2693
-23.1176 9.5215 84.6279
-22.4219 8.89414 84.2693
-22.6267 9.18607 84.6279
-23.8945 9.90045 84.2693
-23.6084 9.85694 84.6279
-23.3224 9.81343 84.9865
-23.7325 8.98117 83.5521
-23.8541 9.31661 83.5521
-23.4849 9.31661 83.5521
-22.994 8.98117 83.5521
-23.6065 9.65204 83.5521
-23.1156 9.31661 83.5521
-23.3204 9.60853 83.9107
-23.5252 9.90045 84.2693
-22.6247 8.98117 83.5521
-22.8296 9.27309 83.9107
-23.0344 9.56502 84.2693
-23.2392 9.85694 84.6279
-22.3387 8.93766 83.9107
-22.5435 9.22958 84.2693
-22.7483 9.5215 84.6279
-24.1825 10.1489 84.9865
-24.2657 10.1053 85.345
-23.7301 10.1924 84.6279
-23.8133 10.1489 84.9865
-23.8965 10.1053 85.345
-23.9797 10.0618 85.7036
-23.444 10.1489 84.9865
-23.5272 10.1053 85.345
-23.6104 10.0618 85.7036
-23.158 10.1053 85.345
-23.2412 10.0618 85.7036
-23.6259 5.8317 84.6279
-23.7091 5.78819 84.9865
-23.1735 5.87522 84.2693
-23.2567 5.8317 84.6279
